incorrect,correct,error_type,language,task
"lirë","liri","case_ending_error","sq","albanian_spelling_correction"
"resspekti","respekti","extra_letter","sq","albanian_spelling_correction"
"ginia","gjinia","digraph_reduction","sq","albanian_spelling_correction"
"sisstem","sistem","extra_letter","sq","albanian_spelling_correction"
"mire","mirë","missing_diacritic","sq","albanian_spelling_correction"
"vlera","vlerë","case_ending_error","sq","albanian_spelling_correction"
"kjudesemi","kujdesemi","letter_transposition","sq","albanian_spelling_correction"
"pemma","pema","extra_letter","sq","albanian_spelling_correction"
"gjiia","gjinia","missing_letter","sq","albanian_spelling_correction"
"danore","dhanore","digraph_reduction","sq","albanian_spelling_correction"
"fjaia","fjalia","missing_letter","sq","albanian_spelling_correction"
"maksmal","maksimal","missing_letter","sq","albanian_spelling_correction"
"ablum","album","letter_transposition","sq","albanian_spelling_correction"
"veshtrim","vështrim","missing_diacritic","sq","albanian_spelling_correction"
"gëim","gëzim","missing_letter","sq","albanian_spelling_correction"
"plaestra","palestra","letter_transposition","sq","albanian_spelling_correction"
"mëssu","mësu","extra_letter","sq","albanian_spelling_correction"
"hane","hanë","missing_diacritic","sq","albanian_spelling_correction"
"karrigë","karrige","case_ending_error","sq","albanian_spelling_correction"
"gofreagjit","gofreagji","case_ending_error","sq","albanian_spelling_correction"
"përgaisim","përgatisim","missing_letter","sq","albanian_spelling_correction"
"klaasë","klasë","extra_letter","sq","albanian_spelling_correction"
"ftoht","ftohtë","case_ending_error","sq","albanian_spelling_correction"
"loj","lojë","case_ending_error","sq","albanian_spelling_correction"
"rnëdësishme","rëndësishme","letter_transposition","sq","albanian_spelling_correction"
"sëmrë","sëmurë","missing_letter","sq","albanian_spelling_correction"
"shçipe","shqipe","c_q_confusion","sq","albanian_spelling_correction"
"atja","atje","case_ending_error","sq","albanian_spelling_correction"
"siu","shiu","digraph_reduction","sq","albanian_spelling_correction"
"rurgë","rrugë","letter_transposition","sq","albanian_spelling_correction"
"nummër","numër","extra_letter","sq","albanian_spelling_correction"
"nate","natën","case_ending_error","sq","albanian_spelling_correction"
"tehlbësor","thelbësor","letter_transposition","sq","albanian_spelling_correction"
"sokët","shokët","digraph_reduction","sq","albanian_spelling_correction"
"potenialin","potencialin","missing_letter","sq","albanian_spelling_correction"
"sqhip","shqip","letter_transposition","sq","albanian_spelling_correction"
"lexxojnë","lexojnë","extra_letter","sq","albanian_spelling_correction"
"vjestë","vjeshtë","digraph_reduction","sq","albanian_spelling_correction"
"zgjjuar","zgjuar","extra_letter","sq","albanian_spelling_correction"
"respektë","respekti","case_ending_error","sq","albanian_spelling_correction"
"gijthmonë","gjithmonë","letter_transposition","sq","albanian_spelling_correction"
"jetton","jeton","extra_letter","sq","albanian_spelling_correction"
"gruupi","grupi","extra_letter","sq","albanian_spelling_correction"
"mësojna","mësojnë","case_ending_error","sq","albanian_spelling_correction"
"pesëdhjete","pesëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"përskrim","përshkrim","digraph_reduction","sq","albanian_spelling_correction"
"skenc","shkenc","digraph_reduction","sq","albanian_spelling_correction"
"rergullave","rregullave","letter_transposition","sq","albanian_spelling_correction"
"lodur","lodhur","digraph_reduction","sq","albanian_spelling_correction"
"projktin","projektin","missing_letter","sq","albanian_spelling_correction"
"shkkencorë","shkencorë","extra_letter","sq","albanian_spelling_correction"
"përgigje","përgjigje","digraph_reduction","sq","albanian_spelling_correction"
"nidhmojnë","ndihmojnë","letter_transposition","sq","albanian_spelling_correction"
"gurrë","gurë","extra_letter","sq","albanian_spelling_correction"
"në","një","digraph_reduction","sq","albanian_spelling_correction"
"torjekp","trojekp","letter_transposition","sq","albanian_spelling_correction"
"pesëmbëdjetë","pesëmbëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"shpjtë","shpejtë","missing_letter","sq","albanian_spelling_correction"
"toka","tokë","case_ending_error","sq","albanian_spelling_correction"
"edëër","edër","extra_letter","sq","albanian_spelling_correction"
"tbalet","tablet","letter_transposition","sq","albanian_spelling_correction"
"lbira","libra","letter_transposition","sq","albanian_spelling_correction"
"prëshkrimi","përshkrimi","letter_transposition","sq","albanian_spelling_correction"
"ngjrje","ngjarje","missing_letter","sq","albanian_spelling_correction"
"kmiieud","kmieud","extra_letter","sq","albanian_spelling_correction"
"labboratori","laboratori","extra_letter","sq","albanian_spelling_correction"
"dimer","dimër","missing_diacritic","sq","albanian_spelling_correction"
"ëtiitrad","ëtitrad","extra_letter","sq","albanian_spelling_correction"
"përpikt","përpiktë","case_ending_error","sq","albanian_spelling_correction"
"shkolla","shkolle","case_ending_error","sq","albanian_spelling_correction"
"qytetaret","qytetarët","missing_diacritic","sq","albanian_spelling_correction"
"analtik","analitik","missing_letter","sq","albanian_spelling_correction"
"krarige","karrige","letter_transposition","sq","albanian_spelling_correction"
"njohurit","njohuri","case_ending_error","sq","albanian_spelling_correction"
"macjë","macja","case_ending_error","sq","albanian_spelling_correction"
"dashurë","dashuri","case_ending_error","sq","albanian_spelling_correction"
"koun","komun","missing_letter","sq","albanian_spelling_correction"
"njezet","njëzet","missing_diacritic","sq","albanian_spelling_correction"
"rnëdësishëm","rëndësishëm","letter_transposition","sq","albanian_spelling_correction"
"mbrron","mbron","extra_letter","sq","albanian_spelling_correction"
"kimratg","kimratgë","drop_final_vowel","sq","albanian_spelling_correction"
"baskëpunim","bashkëpunim","digraph_reduction","sq","albanian_spelling_correction"
"pnuon","punon","letter_transposition","sq","albanian_spelling_correction"
"moderna","moderne","case_ending_error","sq","albanian_spelling_correction"
"pergatisim","përgatisim","missing_diacritic","sq","albanian_spelling_correction"
"dottën","dotën","extra_letter","sq","albanian_spelling_correction"
"tergojmë","tregojmë","letter_transposition","sq","albanian_spelling_correction"
"mesues","mësues","missing_diacritic","sq","albanian_spelling_correction"
"oeqanet","oqeanet","letter_transposition","sq","albanian_spelling_correction"
"qytearët","qytetarët","missing_letter","sq","albanian_spelling_correction"
"idkkume","idkume","extra_letter","sq","albanian_spelling_correction"
"porjekti","projekti","letter_transposition","sq","albanian_spelling_correction"
"orëës","orës","extra_letter","sq","albanian_spelling_correction"
"tellefon","telefon","extra_letter","sq","albanian_spelling_correction"
"gijnore","gjinore","letter_transposition","sq","albanian_spelling_correction"
"sken","skenë","case_ending_error","sq","albanian_spelling_correction"
"skurtër","shkurtër","digraph_reduction","sq","albanian_spelling_correction"
"organizojm","organizojmë","drop_final_vowel","sq","albanian_spelling_correction"
"sepsë","sepse","case_ending_error","sq","albanian_spelling_correction"
"demokraciës","demokracia","case_ending_error","sq","albanian_spelling_correction"
"fjaalën","fjalën","extra_letter","sq","albanian_spelling_correction"
"pascyron","pasqyron","c_q_confusion","sq","albanian_spelling_correction"
"kreenari","krenari","extra_letter","sq","albanian_spelling_correction"
"kommunikimit","komunikimit","extra_letter","sq","albanian_spelling_correction"
"nën","nënë","case_ending_error","sq","albanian_spelling_correction"
"shoj","shkoj","missing_letter","sq","albanian_spelling_correction"
"itnernet","internet","letter_transposition","sq","albanian_spelling_correction"
"atrikl","artikl","letter_transposition","sq","albanian_spelling_correction"
"xaxha","xhaxha","digraph_reduction","sq","albanian_spelling_correction"
"treegon","tregon","extra_letter","sq","albanian_spelling_correction"
"intternet","internet","extra_letter","sq","albanian_spelling_correction"
"tmimrarnfso","timmrarnfso","letter_transposition","sq","albanian_spelling_correction"
"përmirsimit","përmirësimit","missing_letter","sq","albanian_spelling_correction"
"skhruaj","shkruaj","letter_transposition","sq","albanian_spelling_correction"
"rreguli","rregulli","digraph_reduction","sq","albanian_spelling_correction"
"sthatëmbëdhjetë","shtatëmbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"vennd","vend","extra_letter","sq","albanian_spelling_correction"
"natrën","natyrën","missing_letter","sq","albanian_spelling_correction"
"mësusja","mësuesja","missing_letter","sq","albanian_spelling_correction"
"emëërore","emërore","extra_letter","sq","albanian_spelling_correction"
"kommpleks","kompleks","extra_letter","sq","albanian_spelling_correction"
"procesit","procesi","case_ending_error","sq","albanian_spelling_correction"
"gëpërgij","gjëpërgij","digraph_reduction","sq","albanian_spelling_correction"
"srtukturuar","strukturuar","letter_transposition","sq","albanian_spelling_correction"
"çnata","çanta","letter_transposition","sq","albanian_spelling_correction"
"femijët","fëmijët","missing_diacritic","sq","albanian_spelling_correction"
"sappl","sapl","extra_letter","sq","albanian_spelling_correction"
"trmahskr","tmrahskr","letter_transposition","sq","albanian_spelling_correction"
"nxëës","nxënës","missing_letter","sq","albanian_spelling_correction"
"sëmura","sëmurë","case_ending_error","sq","albanian_spelling_correction"
"drejthkrim","drejtshkrim","missing_letter","sq","albanian_spelling_correction"
"gejthe","gjethe","letter_transposition","sq","albanian_spelling_correction"
"shkllë","shkollë","missing_letter","sq","albanian_spelling_correction"
"ndjenja","ndjenjë","case_ending_error","sq","albanian_spelling_correction"
"arrrin","arrin","extra_letter","sq","albanian_spelling_correction"
"çadrat","çadra","case_ending_error","sq","albanian_spelling_correction"
"feltore","fletore","letter_transposition","sq","albanian_spelling_correction"
"skhruajmë","shkruajmë","letter_transposition","sq","albanian_spelling_correction"
"babës","baba","case_ending_error","sq","albanian_spelling_correction"
"prezntim","prezantim","missing_letter","sq","albanian_spelling_correction"
"bsahkë","bashkë","letter_transposition","sq","albanian_spelling_correction"
"nëjjës","njëjës","letter_transposition","sq","albanian_spelling_correction"
"tonës","tona","case_ending_error","sq","albanian_spelling_correction"
"dasuri","dashuri","digraph_reduction","sq","albanian_spelling_correction"
"nojhurive","njohurive","letter_transposition","sq","albanian_spelling_correction"
"gjashte","gjashtë","case_ending_error","sq","albanian_spelling_correction"
"kmkmiioun","kkmmiioun","letter_transposition","sq","albanian_spelling_correction"
"bbiliotekë","bibliotekë","letter_transposition","sq","albanian_spelling_correction"
"menim","mendim","missing_letter","sq","albanian_spelling_correction"
"popullin","popullit","case_ending_error","sq","albanian_spelling_correction"
"tkenol","teknol","letter_transposition","sq","albanian_spelling_correction"
"titdraa","titdraë","case_ending_error","sq","albanian_spelling_correction"
"dteyrë","detyrë","letter_transposition","sq","albanian_spelling_correction"
"qenni","qeni","extra_letter","sq","albanian_spelling_correction"
"gjys","gjysh","digraph_reduction","sq","albanian_spelling_correction"
"kuppton","kupton","extra_letter","sq","albanian_spelling_correction"
"qael","qaell","digraph_reduction","sq","albanian_spelling_correction"
"pranvere","pranverë","missing_diacritic","sq","albanian_spelling_correction"
"gzëuar","gëzuar","letter_transposition","sq","albanian_spelling_correction"
"rendësishme","rëndësishme","missing_diacritic","sq","albanian_spelling_correction"
"rregulla","rregullat","case_ending_error","sq","albanian_spelling_correction"
"porbleme","probleme","letter_transposition","sq","albanian_spelling_correction"
"kamer","kamerë","case_ending_error","sq","albanian_spelling_correction"
"velrë","vlerë","letter_transposition","sq","albanian_spelling_correction"
"lexos","lexosh","digraph_reduction","sq","albanian_spelling_correction"
"fothtë","ftohtë","letter_transposition","sq","albanian_spelling_correction"
"kfash","kafsh","letter_transposition","sq","albanian_spelling_correction"
"konert","koncert","missing_letter","sq","albanian_spelling_correction"
